Locus_Index,Panmixia_TI,Panmixia_BTI,Panmixia_HS,Full_TI,Full_BTI,Full_HS,DGF3_TI,DGF3_BTI,DGF3_HS
221,-4502.82,-1578.82,-741.27,-6162.19,-1880.1,-783.43,-6153.84,-1894.29,-797.04
222,-611.8,-603.71,-587.24,-614.95,-607.59,-589.73,-611.79,-603.97,-587.67
223,-441.16,-432.05,-429.26,-445.53,-437.54,-432.92,-442.12,-433.09,-431.28
224,-548.19,-539.69,-510.27,-553.07,-546.14,-512.97,-552.78,-545.67,-512.57
225,-445.29,-440.66,-434.82,-446.35,-441.36,-437.55,-444.55,-439.41,-436.46
226,-3409.75,-1476.24,-826.19,-4350.52,-1652.13,-862.55,-4371.26,-1682.56,-871.29
227,-529.04,-496.75,-447.19,-530.44,-501.13,-448.73,-527.6,-497.76,-447.08
228,-548.83,-534.65,-490.62,-549.99,-537.31,-492.18,-546.3,-532.76,-491.24
229,-433.53,-429.18,-426.95,-439.25,-434.83,-431.03,-437.09,-432.74,-429.33
230,-638.56,-630.03,-608.51,-642.25,-634.76,-610.21,-641.42,-633.63,-610.04
231,-449.1,-443.73,-429.17,-454.43,-449.84,-430.75,-452.45,-447.65,-429.02
232,-434.65,-430.29,-427.96,-438.36,-433.87,-431.78,-435.98,-431.49,-429.96
233,-472.77,-467.59,-463.66,-475.56,-470.43,-466.41,-474.77,-469.56,-466.24
234,-489.84,-481.84,-447.52,-491.99,-485.21,-449.54,-490.87,-483.41,-448.82
235,-528.57,-495.62,-449.1,-528.56,-499.34,-451.56,-525.4,-495.82,-450
236,-466.56,-459.57,-440.59,-471.52,-466.06,-443.29,-469.93,-464.31,-441.84
237,-3022.36,-1364.28,-761.77,-3839.89,-1513.01,-793.88,-3849.79,-1534.78,-805.07
238,-524.72,-516.41,-490.52,-527.4,-519.68,-491.79,-526.52,-518.49,-492.33
239,-669.23,-645.34,-612.95,-672.68,-651.16,-615.97,-671.29,-649.87,-614.32
240,-413.94,-409.82,-408.1,-417.64,-413.42,-412.08,-415.32,-411.12,-410.22
241,-431.25,-426.93,-424.81,-436.3,-431.9,-428.99,-433.24,-428.92,-426.56
242,-738.1,-728.85,-698.37,-741.9,-733.05,-701.2,-739.76,-730.47,-700.11
243,-553.81,-527.97,-486.27,-559.45,-536.84,-490.04,-558.07,-534.8,-490.58
244,-465.94,-457.51,-436.32,-470.66,-464.41,-438.86,-469.37,-462.83,-437.21
245,-629.39,-622.42,-610.32,-633.09,-626.39,-612.7,-631.03,-623.93,-611.78
246,-548.5,-543.04,-542.81,-553.2,-547.63,-547.42,-550.61,-545.08,-545.43
247,-467.17,-461.86,-449.44,-471.22,-466.37,-452.3,-471.5,-466.39,-452.4
248,-438.29,-433.87,-431.89,-441.78,-437.29,-435.46,-439.62,-435.11,-433.89
249,-1716.6,-1092.91,-677.42,-2087.79,-1196.5,-735.52,-2077.7,-1182.74,-751.78
250,-1697.82,-1057.66,-668.27,-2052.23,-1135.04,-692.71,-2056.91,-1143.86,-695.01
251,-1664.78,-1058.82,-661.04,-2000.72,-1132.42,-677.39,-2004.95,-1137.83,-685.61
252,-394.73,-377.08,-347.05,-397.26,-382.15,-349.42,-396.07,-381.02,-347.33
253,-582.08,-576.28,-576.24,-587.79,-581.88,-581.65,-586.9,-580.98,-583.43
254,-457.23,-452.41,-445.37,-458.99,-454.06,-448.21,-456,-450.9,-445.39
255,-516.48,-488.13,-433.65,-518.68,-493.2,-436.39,-517.31,-491.84,-435.4
256,-419.6,-415.42,-413.93,-422.31,-418.01,-417.32,-420.24,-415.94,-415.78
257,-526.08,-480.08,-431.62,-525.39,-483.75,-434.61,-523.36,-481.54,-433.55
258,-426.2,-421.97,-420.59,-431.39,-427.04,-425.59,-430.4,-426.04,-426.38
259,-485.61,-479.14,-461.43,-488.87,-483.67,-463.6,-490.77,-485.25,-463.36
260,-1681.9,-1084.51,-679.79,-2088.59,-1263.14,-773.38,-2104.54,-1281.04,-842.72
261,-440.67,-435.26,-425.97,-444.53,-439.78,-428.74,-442.8,-437.64,-427.87
262,-372.64,-369.03,-361.37,-376.86,-373.09,-364.77,-375.25,-371.4,-363.57
263,-552.29,-533.72,-498.47,-557.35,-541.55,-501.45,-555.11,-538.67,-499.93
264,-1832.92,-1169.15,-764.87,-2236.12,-1294.74,-839.72,-2246.99,-1307.26,-857.31
265,-683.46,-674.09,-643.66,-685.47,-676.21,-645.73,-684.14,-674.55,-645.13
266,-444.8,-440.49,-433.73,-449.77,-445.25,-437.48,-447.36,-442.84,-435.88
267,-1838.72,-1097.22,-676.24,-2231.94,-1196.41,-691.75,-2244.56,-1210.93,-709.42
268,-425.75,-421.47,-419.29,-431.55,-427.15,-423.17,-428.6,-424.29,-420.92
269,-1898.5,-1131.19,-691.59,-2326.46,-1242.34,-738.12,-2342.66,-1263.77,-754.73
270,-498.67,-489.49,-457.29,-501.22,-493.12,-459.5,-500.13,-491.91,-459.37
271,-554.5,-547.95,-531.19,-558.28,-550.9,-535.27,-556.99,-549.15,-536.72
272,-660.91,-653.74,-628.86,-670.19,-662.25,-634.95,-667.76,-660.09,-634.79
273,-440.8,-435.73,-426.03,-444.59,-439.91,-429.07,-442.56,-437.74,-428.06
274,-453.84,-449.14,-441.74,-459.48,-454.86,-445.23,-460.48,-455.63,-447.52
275,-478.66,-463.73,-431.47,-481.4,-468.62,-432.92,-479.73,-466.72,-431.69
276,-2167.23,-1260.3,-813.04,-2638.36,-1348.67,-823.45,-2633.15,-1346.17,-823.44
277,-442.24,-437.33,-427.89,-446.42,-441.71,-430.91,-443.67,-438.84,-428.59
278,-1640.68,-1063.99,-681.81,-1956.95,-1124.17,-687.8,-1959.36,-1128.5,-694.15
279,-441.64,-437.23,-435.97,-444.61,-440.07,-439.54,-442.49,-437.95,-438.02
280,-408.43,-360.45,-322.41,-407.08,-364.68,-324.6,-405.81,-363.21,-322.55
281,-452.02,-446.51,-432.02,-455.26,-450.39,-434.76,-455.87,-450.68,-434.41
282,-513.91,-467.69,-421.89,-516.64,-474.47,-424.39,-514.84,-472.34,-422.96
283,-415.04,-410.9,-409.28,-420.52,-416.27,-414.56,-418.31,-414.09,-412.55
284,-533.49,-488.92,-476.56,-535.63,-494.83,-478.64,-534.47,-493.84,-476.91
285,-500.69,-495.22,-482.84,-507.85,-502.79,-486.05,-507.81,-502.58,-486.63
286,-445.59,-441.04,-438.37,-450.11,-445.49,-442.17,-449.36,-444.66,-442.9
287,-631.85,-624.74,-607.96,-640.34,-632.94,-614.05,-637.92,-630.13,-613.55
288,-564.52,-558.9,-557.93,-570.23,-564.49,-562.26,-569.6,-563.8,-563.36
289,-514.77,-508.96,-497.42,-520.65,-515.68,-500.59,-517.97,-513.08,-498.6
290,-484.46,-478.54,-463.86,-489.51,-484.19,-467.36,-488.61,-482.89,-466.16
291,-2337.75,-1321.11,-854.39,-2863.59,-1430.31,-877.14,-2866.08,-1431.92,-895.3
292,-1616.44,-1042.88,-663.3,-1932.58,-1101.89,-679.13,-1942.19,-1114.78,-692.42
293,-1783.84,-1115.31,-723.36,-2157.71,-1203.85,-759.94,-2163.75,-1216.79,-759.1
294,-1744.43,-1103.23,-682.93,-2114.06,-1200.34,-721.89,-2117.79,-1207.89,-741.24
295,-452.54,-447.9,-440.44,-456.75,-452.13,-443.58,-454.73,-450.01,-442.54
296,-1749.71,-1124.16,-710.49,-2097.66,-1218.32,-730.72,-2102.27,-1230.68,-750.88
297,-540.25,-519.5,-466.59,-538.94,-520.09,-468.23,-536.92,-518.25,-467.11
298,-559.16,-551.84,-546.92,-561.15,-553.94,-550.04,-559,-551.4,-549.11
299,-460.55,-455.66,-450.39,-463.94,-459.06,-453.11,-461.14,-456.22,-450.8
300,-512.54,-499.16,-465.71,-516.33,-504.32,-468.52,-514.96,-502.7,-467.1
301,-1724.52,-1062.65,-671.28,-2098.54,-1151.55,-705.71,-2102.82,-1161.04,-711.1
302,-478.25,-472.54,-460.63,-481.81,-476.11,-463.47,-478.74,-472.72,-461.29
303,-502.3,-494.68,-464.05,-508.54,-503.3,-466.41,-508.05,-502.58,-465.07
304,-2047.92,-1209.32,-785.82,-2498.2,-1309.97,-803.04,-2508.17,-1325.91,-815.16
305,-1734.95,-1076.32,-677.93,-2112.57,-1176.43,-711.47,-2110.69,-1176.4,-726.51
306,-433,-428.61,-426.75,-436.87,-432.44,-430.2,-435.53,-431.09,-429.33
307,-1665.54,-1050.35,-664.54,-2001.55,-1118.84,-685.32,-2005.71,-1126.3,-691.8
308,-2508.07,-1214.72,-667.83,-3168.21,-1346.17,-702.9,-3174.04,-1358.57,-715.82
309,-495.85,-478.35,-443.17,-498.85,-483.41,-445.34,-497.38,-481.79,-444.36
310,-428.88,-424.62,-423.17,-433.87,-429.51,-428.07,-431.22,-426.9,-425.42
311,-435.58,-431.22,-429.03,-441.21,-436.72,-433.25,-438.9,-434.48,-431.31
312,-438.82,-434.43,-429.04,-443.54,-439.08,-432.99,-441.22,-436.65,-431.02
313,-573.36,-563.28,-531.91,-578.6,-570.25,-534.82,-577.7,-568.98,-533.39
314,-601.44,-589.56,-562.9,-608.19,-597.29,-566.93,-604.73,-592.99,-566.6
315,-508.06,-502.83,-496.02,-512.17,-506.89,-499.39,-509.62,-504.19,-497.42
316,-572.16,-533.45,-464.12,-578.12,-545.3,-467.1,-577.21,-544.3,-466.06
317,-514.94,-509.02,-497.3,-519.69,-514.15,-500.73,-517,-511.11,-499
318,-448.27,-443.62,-441.04,-452.66,-448.06,-444.55,-449.96,-445.4,-442.69
319,-418.08,-413.11,-400.85,-422.19,-417.3,-404.07,-420.29,-415.1,-403.02
320,-494.49,-484.66,-448.83,-495.66,-487.18,-450.97,-494.16,-485.12,-449.75
321,-1792.82,-1109.1,-703.29,-2171.41,-1198.21,-737.68,-2175,-1206.46,-735.2
322,-449.09,-444.24,-436.13,-453.43,-448.85,-438.56,-453.72,-449.02,-438.45
323,-351.39,-344.43,-307.34,-356.61,-351.19,-309.57,-356.1,-350.1,-308.84
324,-1935.18,-1193.01,-777.23,-2343.61,-1295.77,-805.73,-2358.92,-1314.83,-831.45
325,-519.52,-470.67,-421.73,-519.67,-474.51,-424.83,-517.56,-472.19,-423.03
326,-2502.69,-1170.74,-650.17,-3169.37,-1302.3,-662.83,-3168.13,-1306.49,-664.73
327,-472.95,-467.36,-458.09,-476.96,-471.76,-460.83,-474.88,-469.52,-460.16
328,-563.46,-551.93,-505.41,-566.94,-557.05,-508.07,-565.86,-555.95,-507.73
329,-1651.74,-1030.99,-640.81,-2012.54,-1126.82,-683.79,-2017.64,-1134.64,-686.42
330,-518,-511.25,-496.16,-522.95,-517.45,-498.75,-521.84,-515.75,-497.78
331,-2029.29,-1248.45,-830.33,-2435.58,-1321.45,-840.82,-2442.78,-1333.16,-851.99
332,-472.95,-465.14,-449.62,-477.61,-471.56,-451.9,-474.55,-467.84,-450.68
333,-565.84,-560.01,-545.32,-573.36,-567.59,-549.58,-572.09,-566.05,-549.62
334,-700.99,-693.76,-692.29,-706.82,-699.51,-696.58,-704.74,-697.44,-695.43
335,-459.62,-446.17,-429.14,-460.34,-448.09,-431.72,-458.43,-445.68,-431.16
336,-472.01,-466.81,-460.41,-476.82,-472.01,-463.55,-474.16,-469.18,-462
337,-638.23,-618.25,-594.72,-640.67,-622.38,-597.61,-637.51,-617.81,-597.52
338,-588.95,-583.01,-577.03,-596.22,-590.24,-581.48,-595.53,-589.4,-580.36
339,-382.95,-377.94,-364.13,-386.13,-381.62,-365.56,-384.94,-380.26,-365.82
340,-481.34,-476.34,-469.4,-488.03,-483.04,-473.53,-485.2,-480.32,-471.58
341,-444.91,-440.29,-434.33,-445.76,-440.77,-436.95,-443.77,-438.53,-435.92
342,-1623.97,-1048.38,-664.57,-1960.2,-1130.11,-694.12,-1961.38,-1134.72,-698.7
343,-599.74,-591.05,-565.07,-603.32,-595.26,-567.7,-600.13,-591.57,-566.63
344,-434.44,-429.98,-424.55,-439.08,-434.97,-428.26,-439.62,-435.44,-427.32
345,-477.11,-466.01,-428.23,-483.6,-474.77,-431.69,-483.14,-473.84,-431
346,-428.96,-424.63,-419.18,-433.8,-429.42,-422.91,-431.04,-426.58,-421.45
347,-611.83,-605.78,-605.78,-618.78,-612.54,-611.66,-616.22,-610.05,-609.76
348,-505.41,-476.59,-436.67,-507.63,-481.84,-439.06,-507.07,-481.3,-437.84
349,-1715.81,-1082.11,-700.22,-2070.07,-1163.49,-725.7,-2077.38,-1175.26,-728.9
350,-468.9,-461.34,-433.14,-474.56,-468.5,-436.48,-472.93,-466.31,-435.47
351,-422.31,-418.13,-416.43,-427.45,-423.2,-420.5,-426.97,-422.64,-420.01
352,-422.82,-418.61,-417.05,-428.49,-424.18,-422.37,-426.01,-421.73,-420.07
353,-2114.6,-1268.49,-828.39,-2553.55,-1351.32,-846.91,-2555.41,-1357.11,-852.37
354,-477.96,-457.47,-426.85,-482.11,-464.15,-429.49,-480.69,-462.67,-427.89
355,-476.78,-461.63,-428.67,-482.02,-470.08,-431.2,-479.7,-467.15,-429.84
356,-444.53,-439.59,-424.55,-449.61,-444.85,-427.89,-448.41,-443.44,-427.02
357,-426.34,-422.12,-416.89,-429.65,-425.18,-420.45,-427.31,-422.71,-418.64
358,-469.31,-458.95,-445.51,-475.62,-467.13,-448.44,-474.03,-465.12,-447.09
359,-500.15,-485.7,-443.06,-502.37,-489.2,-445.49,-500.65,-487.22,-443.7
360,-420.81,-416.65,-414.9,-423.69,-419.37,-418.42,-421.5,-417.1,-416.94
361,-507.64,-491.13,-466.51,-509.88,-495.4,-469.34,-514.49,-502.23,-469.5
362,-484.08,-478.28,-465.19,-488.58,-483.46,-467.34,-486.97,-481.56,-466.65
363,-512.57,-505.82,-485.48,-517.7,-512.03,-488.61,-517.29,-511.63,-487.58
364,-422.44,-418.13,-416.02,-426.39,-422.06,-419.92,-424.67,-420.33,-418.43
365,-669.57,-653.41,-597.16,-675.08,-661.92,-599.98,-673.25,-660.14,-598.54
366,-535.56,-523.5,-482.18,-539.2,-529.16,-484.25,-536.96,-526.53,-482.57
367,-550.27,-526.84,-492.1,-554.22,-533.75,-493.58,-556.55,-537.42,-494.97
368,-1809.38,-1146.88,-737.94,-2198.67,-1252.78,-803.48,-2218.51,-1277.9,-818.14
369,-2526.16,-1257.83,-690.06,-3200.08,-1415.85,-756.24,-3200.33,-1421.8,-766.71
370,-487.38,-481.66,-466.41,-493.61,-488.61,-469.18,-492.84,-487.67,-469.33
371,-353.98,-350.41,-347.51,-356.98,-353.3,-350.56,-354.97,-351.27,-348.98
372,-417.04,-412.92,-411.06,-422.88,-418.63,-415.84,-420.56,-416.38,-413.95
373,-1602.35,-1054.21,-690.06,-1914.33,-1126.4,-717.76,-1923.35,-1136.49,-718.95
374,-512.07,-505.34,-473.43,-518.15,-511.83,-477.37,-515.49,-508.77,-476.76
375,-1625.59,-1094.48,-731.41,-1939.47,-1175.73,-771.66,-1950.46,-1188.84,-779.09
376,-467.38,-461.36,-438.01,-473.52,-468.63,-440.83,-473.78,-468.49,-440.8
377,-435.92,-411.54,-370.67,-438.5,-416.96,-372.36,-437.71,-415.98,-371.69
378,-469.24,-459.26,-448.96,-473.78,-464.81,-452.35,-471.77,-462.41,-452.28
379,-1882.31,-1122.52,-716.75,-2285.13,-1201.51,-721.07,-2289.76,-1211.15,-743.33
380,-454.1,-449.57,-448.44,-459.94,-455.29,-454.03,-457.83,-453.22,-452.23
381,-518.84,-512.75,-478.49,-527,-520.98,-484.86,-524.73,-518.44,-484.25
382,-450.76,-438.28,-398.49,-450.69,-439.55,-400.49,-448.82,-437.26,-399.27
383,-1486.1,-948.66,-582.11,-1791.73,-1020.87,-605.49,-1792.07,-1018.47,-603.07
384,-506.47,-500.37,-485.44,-508.48,-502.48,-486.57,-506.04,-499.79,-484.87
385,-341.48,-338.07,-335.86,-346.65,-343.13,-340.84,-344.7,-341.23,-338.56
386,-376.12,-372.37,-370.45,-381.61,-377.74,-375.26,-379.23,-375.42,-372.99
387,-745.33,-685.66,-673.27,-747.01,-690.67,-676.93,-744.57,-687.85,-675.48
388,-373.4,-367.3,-348.99,-377.99,-373.01,-351.61,-376.65,-371.47,-350.7
389,-1461.04,-956.97,-604.38,-1749.91,-1024.09,-618.11,-1752.03,-1026.55,-626.54
390,-419.54,-415.27,-409.49,-424.44,-420.5,-413.12,-423.74,-419.8,-411.88
391,-455.69,-449.09,-411.21,-460.93,-455.13,-413.59,-458.32,-452.35,-411.98
392,-1950.26,-1188.3,-762.56,-2363.59,-1275.29,-796.03,-2368.12,-1284.38,-813.04
393,-380.54,-376.67,-373.96,-383.48,-379.52,-377.1,-381.18,-377.15,-375.09
394,-432.71,-428.43,-426.97,-435.54,-431.1,-430.48,-433.48,-429.04,-429
395,-1728.97,-946.92,-525.67,-2148.43,-1028.53,-536.08,-2153.08,-1037.51,-549.22
396,-444.72,-440.23,-433.6,-448.81,-444.2,-437.04,-445.86,-441.18,-435.16
397,-445.52,-441.07,-434.37,-450.48,-446.05,-437.48,-449.12,-444.6,-436.3
398,-1766.18,-1086.36,-692.41,-2136.88,-1167.67,-702.56,-2139.26,-1172.79,-717.42
399,-2562.11,-1247.9,-642.59,-3242.89,-1390.9,-692.52,-3256.11,-1410.74,-696.15
400,-2282.91,-1156.63,-655.9,-2882.33,-1281.55,-684.98,-2878.23,-1274.18,-698.44
401,-493.16,-483.3,-457.18,-496.77,-488.58,-459.25,-496.77,-488.18,-458.72
402,-439.27,-434.87,-432.55,-444.63,-440.1,-436.66,-442.46,-438,-435.03
403,-431.47,-425.65,-409.76,-435.57,-430.38,-411.46,-432.8,-427.31,-409.89
404,-579,-568.36,-552.05,-585.63,-577.77,-554.72,-582.85,-574.11,-553.42
405,-443.99,-439.17,-430.28,-448.92,-444.33,-433.93,-446.12,-441.32,-431.93
406,-492.75,-484.19,-452.27,-495.63,-488.45,-453.91,-495.27,-487.91,-453.16
407,-585.55,-557.6,-502,-592.71,-570.24,-504.91,-591.28,-568.96,-504.01
408,-433.17,-428.8,-423.56,-438.79,-434.44,-427.64,-436.17,-431.81,-425.89
409,-431.19,-426.91,-425.56,-434.08,-429.66,-429.03,-431.95,-427.51,-427.53
410,-395.53,-366.16,-326.89,-395.1,-368.24,-328.11,-394.15,-367.56,-326.21
411,-530.31,-523.83,-479.74,-533.55,-527.48,-483.82,-532.6,-526.03,-485.65
412,-677.52,-665.92,-634.65,-680.54,-670.81,-636.15,-680.22,-670.38,-635.55
413,-372.55,-363.26,-339.1,-375.91,-368.19,-341.33,-375.41,-367.36,-340.12
414,-387.79,-379.31,-351.05,-390.97,-384.24,-353.07,-390.38,-383.64,-351.81
415,-488.57,-479.03,-463.69,-491.42,-483.77,-465.38,-492.4,-483.93,-467.1
416,-531.65,-521.22,-487.18,-535.15,-526.21,-489.52,-534.19,-525.22,-488.21
417,-458.18,-450.39,-424.17,-460.97,-453.32,-427.36,-460.29,-452.27,-426.34
418,-2561.79,-1209.87,-657.17,-3241.68,-1344.1,-688.56,-3242.51,-1345.51,-696.66
419,-485.24,-474.61,-465.51,-486.4,-476.48,-467.99,-485.78,-475.53,-468.64
420,-1806.34,-1104.57,-673.52,-2194.56,-1207.73,-715.91,-2198.4,-1214.17,-727.07
421,-564.4,-555.9,-528.72,-565.59,-558.28,-529.15,-565.23,-557.53,-529.19
422,-435.01,-428.95,-426.63,-441.31,-436.79,-430.34,-438.47,-433.58,-428.44
423,-636.88,-627.61,-607.98,-639.45,-631.05,-609.88,-638.18,-629.31,-609.38
424,-558.54,-551.39,-532.62,-561.17,-555,-534.1,-564.71,-557.91,-536.02
425,-465.44,-460.37,-455.16,-469.38,-464.33,-458.44,-467.02,-461.94,-456.7
426,-498.07,-488.73,-448.39,-506.63,-499.95,-451.58,-507.03,-500.68,-451.02
427,-455.44,-450.37,-438.73,-457.12,-451.95,-440.78,-453.6,-448.18,-438.31
428,-529.98,-509.55,-454.38,-537.59,-520.31,-457.66,-537.94,-520.52,-456.98
429,-2065.24,-1266.46,-866.57,-2493.47,-1356.07,-885.56,-2495.5,-1364.02,-892.76
430,-621.43,-614.43,-604.33,-625.15,-618.42,-606.93,-622.69,-615.75,-605.31
431,-541.23,-535.37,-527.27,-542.66,-536.6,-530.13,-539.95,-533.69,-527.9
432,-553.85,-512.17,-460.94,-556.05,-519.56,-463.01,-555.53,-519.74,-460.57
433,-448.77,-444.3,-443.24,-452.99,-448.38,-447.34,-450.64,-446.09,-445.5
434,-509.45,-488.45,-473.41,-510.32,-490.91,-475.66,-509.82,-490.64,-475.22
435,-558.52,-524.3,-459.05,-564.31,-534.93,-462.6,-564.05,-535.58,-460.69
436,-431.21,-426.89,-424.77,-433.47,-429.03,-427.85,-431.21,-426.71,-426.11
437,-1703.52,-1148.22,-754.02,-2032.96,-1237.59,-793.4,-2038.99,-1244.14,-813.57
438,-489.73,-470.34,-443.95,-494.13,-477.18,-446.09,-493.57,-477.04,-445.05
439,-469.83,-457.1,-427.7,-471.5,-459.88,-430.45,-468.33,-455.95,-428.39
440,-346757.93,-269001.87,-233391.36,-376722.53,-268202.77,-226233.2,-381369.44,-273090.39,-231436.87